,sentiment,tweet
586671,0,I wanna see to Miley on tourrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr!!!!! I wanna live in USA!!!!!!!! 
1499607,4,so i got my violin. - stephenkent: omg how long have you played violin for? i play too  i’d say about ten... http://tumblr.com/xyx1z9bir
683463,0,@shaycarl I'm gonna make  you a banner out of my hair!! wait...that would be gross...umm sorry That's all I got   Good luck though :-P
424159,0,"Wish the &quot;britney ... vids&quot; account would join Spymaster - I have loads more spies!   Actually wish it would just disappear, sick avatar "
581119,0,@DonStugots thanks hun. It's tough to balance stan and her right now. Esp on 40 plus hours of being awake. 
1433627,4,@foogrrl i'm taking the beginning soldering class. i know it's going to cost me bigtime as afterwards i'm going to want ALL THE SUPPLIES! 
293674,0,maybe it's just me BUT my face alway's manages to breakk out @ the worst times!? 
1140799,4,Homecooked meal 2 nights in a row..I can get use 2 this 
1368365,4,Not feeling this rainy day.. Going to stop at Insomnia Cookies for a double chocolate chunk cookie and milk! Already feeling better  Yum!
1293926,4,"love dont forget!it really seems like u mean it, siiiiiiiiick haha sorry, i now u dont now me  im such a pain in the butt,sorry, @ddlovato"
969887,4,Appreciating life. 
1440311,4,@emilyroseartist thanks for the rt 
1367753,4,@melovecoffee I say you send me one. 
1566780,4,Wah Yeo's herbal tea so soothing on my throat! Good stuff! 
1353964,4,@sunkissedpeach Aww you're adorable - I can't help but to follow you 
472012,0,These sinners canceled my flight! Now im on standby for a possible 8 hours. Who is mad? Me!!!! 
446246,0,why are some ppl such come mierdas... i want to be at summer jam 
10718,0,Just Opened my Friendster and I have a lots of pending requests. I don't know who they are. 
723005,0,"@katheesue Come out, Come out, wherever you are! Sorry if I picked on you too hard   You know we still #love you!"
916991,4,oh what a night love me some aces 
1253858,4,@alicia1013 i just hate cecilia now dude...give me a call later....at 9!  ill tell you why
337157,0,@NylonMag wish there was an australian tour 
664080,0,moving day!!! its wet and cold outside 
573990,0,"Crazy internet connection, accidentally deleting my beloved photos and just when u think its over, power-cut "
833164,4,"Anyway sarah prout we all wish you the best of luck, and hope you have fun in the process.  Cheers "
408480,0,@YungCEO i never here form u either  the love is not on this twitter i see lol
1326653,4,In a safe car this morning! No crazy drunk lady stories on today's menu...*sigh w/ smile* bout to nap it up for 20 minutes 
1151205,4,"I am in LOVE with Never Shout Never's NEWW song, 'On The Brightside' "
464964,0,Up Up and Awaaay! Off to run some errands before doing an evening shift at work  evening shifts suck... Not so happy about that!
580944,0,@theemms ... still sick   needing l♥ve
273394,0,Men!! they always let you down . Cant trust you anymore 
1013586,4,"@INKDMOM ha ha, yeah! Good thing I didn't take the wrong blue pill "
210145,0,@XO_SUFI_XO Why 
718332,0,(@nanananancy) I need a hug 
425306,0, that's kinda what is stopping me. i on got no money
987588,4,Not feeling school today. but at least i have a 4 day week and everybody else has a 5. 
119447,0,I'm sad no one told me about the $10 ticket deal that was happening on Friday...   
359277,0,is gutted she didn't go out tonight.. i really wanted to see him 
653368,0,had a dream about inventory 
391469,0,"so fucking tired after last night. i can only imagine how bad tonight is going to be :\ oh lawd. getting ready for the wedding, no church "
653876,0, Misses 8 out of 10 cats tonigggght
1385350,4,Long night of playing Sims3  going to bedd. Busy day tomorrow.
1387219,4,@miss_sugarhigh awww that would be amazing 
1566972,4,@SaschaIllyvich Sounds like a great premise. Send it to me when you;re ready for it to be read 
1150184,4,@BuzzEdition Added  
1526332,4,"@mamajunkyard You can get it (and variations of it) at Mung Mee, or the Chinese stall inside the Market - it's an amazing sauce "
1149154,4,T's party was fun  it was sooo cold tho. No water. Stayed mostly in the park itself. Gnight!
969870,4,@britttnicole kris allen's version of heartless is sick.  love it.
1033896,4,@therealjordin Your twitter name suits you well  Thanks a lot 4 checking out my vids. I'm so happy u were vibing with them. u're Awesome!
12306,0,the ice cream is over 
283289,0,News coming from peeps who've already headed home that the M40 northbound is still stuffed ... looks like it's the long way home for me 
35793,0,feelin like crap today - wicked headache and yucky cold!  
506052,0,@ericjunior lol let me know when you do-now im craving it 
828955,4,"ROFL just watched iCarly, i think its my new favourite show "
590232,0,I just banged the shit out my head! And it hurt  ..
1392559,4,About to race my first triathalon.  stoked.
255411,0,I cant' see moon 
685503,0,@misslindahuynh   sorry . it wasn't even my cigarette . i don't smoke *huug*
721603,0,"Nights like this, I wish I had a TV in my room... "
417482,0,@nicolejacinto It was a waste if you think about it. They still kicked her out  &amp; IR had to babysit her on the sidewalk.  Poor IR 
539035,0,I feel like crap. Yay for sore throats..I'm going back to sleep 
993829,4,"@MrBerre i'll need to talk to MrSteve about @twittapolitica, sorry for the slashes "
843163,4,@KourtneyKardash omg is this really kourtney kardashian ?! i love you and your sisters !! you guys are so gorgeous 
922052,4,spending mothers day with the fam. going to see my sister 
347462,0,That was a very sad text...... 
762331,0,"@danport I didn’t.  I thought about it, but nobody else ordered any alcohol so I opted out. I know, I’m such a disappointment."
129211,0,... coz it duznt look like we are going 2 have any nice weather any time soon 
707638,0,@moncherie683  glad he is doing better tho. And yay for free wifi.
796364,0,@Aimee911 ur gonna be darker then me  misssssssss u!!!!!!
1501512,4,@aerobic247 I'm ready now just leaving the house! Get te bed 
431539,0,"Where is my top coat? I have my base coat in hand, but top coat is MIA. "
882611,4,@limyh I have bought the eeepc 
984042,4,'Time Is An Illusion and All Time Is Now'... &quot;You ready to have some fun?  I thought so...&quot; Read Ariel's full article @ http://tr.im/jFd7
235448,0,Burned my tongue! 
462864,0,@the_emm_cee lmao hell yeah. fake ass marshmellows 
680066,0,think i am gettin sick 
1532109,4,"Running first payroll of the season. this should make SOMEONE happy, right? "
1028843,4,eating breakfast while posting this tweet  multitasking
360898,0,@musiquedevie I may have to go to an A's game incognito see them play but they won't be till september 
320187,0,my cab to the airport just got pulled over by cop for illegal right turn!  hope I don't miss flight
644321,0,Staying home due to a cold... 
227466,0,"@kayteemick that's the worst, i'm srry bb "
470185,0,@EmilyAllTimeLow awww  so you can't tell me how that blonde one dies.
1597085,4,chillin in the pad with a couple homies 
1230999,4,is kinda tired of kindergarten... but they are so cute 
756894,0,found out i'll be layed off for the entire week  it's not good $wise but i'll have some time to paint. also more piano practice time!
147660,0,@IanMBinns Still status reporting unfortunately! 
228909,0,i can't catch any Zzzzs! 
236152,0,"my room is empty, my walls are bare, my life is in boxes.  goodbye glasgow, I had a good two years! "
1225975,4,is thinking.. it's very hard n so tiring to think.. oh thinking.. 
1477596,4,@ashleyisrad okaaaay ))) THANKKKKKS 
4171,0,Had the best night in Letterfrack!;) lol suffering now tho  thank goodness richard's makin pancakes!!! Onto Galway city later  x
1256514,4,http://twitpic.com/6fmcx - after classes 
208809,0,Plans are ruined 
985973,4,happy birthday miss cris!!! 
973592,4,@sirmax70 ...Not even a raisin. 
134712,0,"@mooncrazed At first I read &quot;Can't wait to buy a girl!&quot; and was very confused. Also, They just said we can't have grills at my apartment "
555718,0,@Grizzlovesyou yuppp while I was too busy collecting stones I lost a diamond 
913540,4,"oficially mother's day! Hug &amp; kissa Ur mom today more than U do everyday  cooking 4 her is a good idea, i'm making enchiladas suizas =]"
1513527,4,@tophatdog yeah i highlight it a bit . Thanks trish!  x
283462,0,My breath smells like coffee  but I'll I've done is brush my teeth strange.
482357,0,"then malcolms coming in a few minutes  KILLLLLLLme. he's annoying. but yeah,food.bye."
955840,4,@FionaMChapelle Morning  lol thanks aha x
875921,4,@darraghdoyle I only get the winning numbers 5 minutes before the draw - you've no idea how frustrating it is 
1575287,4,watching man in the iron mask between packing and getting sorted  summer is almost upon us kidssss...
1211493,4,"@slidetone thanks  I didn't do the may 31st bdays today, I was under the weather. :-/"
1326032,4,is going to go to MTA tomorrow with @raisa79 syifa melissa dinda 
1328924,4,@KKMommy72 morning 
1574936,4,"@kovra oi you!  How you feeling today? p.s. are there any other non-city celebratory plans for Friday yet? Keep me updated on them, ya? xo"
40224,0,@slideshare it is weird that you change your user's display name in Title Case on the profile page  My Co name gets all spoiled...
801144,4,"@DanniAsheOnline I think that would work nicely gurl! go for it! I believe many, many people would sign up! "
1411927,4,@zyber17 and @Brewstermax. Glad you like it! 
1022263,4,"@pillpushera Well, it was a great quote- live with conviction! Tweet to meet you.  Ok...that was a little lame I know. "
463303,0,I'm wayyy too tired to wake up!! Stupid general studies exam! 
711456,0,"sierra mist, cheetos and grandma's mini sandwich vanilla cremes. can't move my mouth "
1247609,4,@FlissTee a *devil* of a time? I can just imagine you in a smoking jacket and a flat cap puffing away on an elaborate pipe now 
472510,0,Sad the finals are over.. I'm a miss seeing JJ Redick every few days  Sigh now must wait until next season 
343201,0,Going to school now for french exams  (N) byee xo
1061430,4,"@buffywoo Oh, rock on! Glad you like 'em! "
1237257,4,#musicmondays Walk my way and a thousand violins begin to play  http://blip.fm/~7fp13
685151,0,Can't fall asleep 
610293,0,"13 job apps out, 20 wks looking and nothing. Doesn't even include the hubbys hunt. Looking like a sell off/move out of area is imminent "
1500248,4,@saderman I'd do rush w/you. 
938455,4,@valleyman416 I'll take on @daranhill sometime. 
1448487,4,@LstInTheSeeThru I had many an online battle lol. I'm a rabid Hillary fangirl &amp; an intense politigeek  I recruited many!
1068014,4,@tashbg0sh hahah am proud of that title 
627774,0,"is at school, can't wait to go home, need sleep  but no, have to get ready for work bahh."
150723,0,"i miss january, see you in august. we'll pretend like it's november and pull an march.  why am i doing this to myself?"
217835,0,Ashlee... No need to skitz at me its only me.. Bree.. But it wont let me put a pic on of me   grrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
666985,0, Im in trouble for leaving the heater on all night
450806,0,@kirstiealley where u at I miss u 
1566204,4,&quot;&quot;WISHES ELLEN DEGENERES WOULD INVITE ME TO HER SHOW!!&quot;  LOL.
276676,0,I don't want to work this week 
906842,4,@Raehole @melissahope did you ladies see ghost of girlfriends past? i really liked it! &amp; would totally see it again if  u haven't 
721681,0,Was going to take Z to Museum of Natural History tomorrow... looked up ticket prices &amp; now looking for something cheaper to do. Boo. 
730130,0,anyone know of 24 hr delivery food in san jose? 
454554,0,How many people does the &quot;britney vids&quot; spam multiple times? He never stops. I FEEL LIKE WRINGING HIS NECK!  grrrrr
296020,0,@Ford missing a &quot;w&quot; in your last post... So you have a bad hyperlink!  Just thought I'd share1
491362,0,@guitarkid1992 ouch 
1369381,4,@David_in_Austin watching now  thx a lot !
1199333,4,"I love my younger students, they just go with what feels good, I never have to tell a kid, you are thinking too much, relax! "
29459,0,"@mbaltusk I always say I'm going to bed, but then I get caught up in the action from other time zones. I'm stricken with FOMO! "
386321,0,Waaaah! Monday School starts again. Shit 
83161,0,i so want to go to the sway sway baby clip but i dont think my mummy will let me 
1211087,4,@katyperry loves you ur amazing. can you please read this article when you get a chance  http://bit.ly/u1Db6 via @addthis
1511169,4,"Finally, twitterific is working again  must admit - it looks brilliant "
634089,0,Getting my ass kicked by the Daguerro Grand Dragon 
1495724,4,@RonHowardMI that is the good life 
460687,0,@sybelis_venedae It sure is! :-D Would be more swingin' if Mr @stevelosh wasn't going to be in CANADA. 
1107931,4,"@michaelalacey Lunch sounded fab, house full of teenagers sounded familiar and hope you enjoy your barbeque "
1004903,4,@LauraESell THANKS! 
1362979,4,@JPlovesCOTTON you'll be AWESOME   have a wonderful time!
1371393,4,@samiam0911 omg. heck yeah I'm thinking what you're thinking 
132978,0,FIRST DAY OF THE SECOND YEAR OF HIGH SCHOOL. PAAAIIINNN. 
180944,0,Let tonight be better than today 
410095,0,"Just brushed my teeth and changed, waitin for the wifey to call. I wish someone else would call instead though "
687465,0,"Moth, unplugged... "
620225,0,"I don't know what I'm craving, but I know it's not here. "
1051977,4,Hmmm I need a break the train needs to move now I'm tired but I'm up in spirits 2day will go however I choose so I'm choosing the + way 
811485,4,Thanks for those who did visit this link http://tinyurl.com/cao6ld Huge hug too you all! 
476048,0,Hmmm can't see tweets on my phone    have fun tonite all you O2 girlies!!!
189809,0,"I hate being sick  Sniffles, dry cough, migraine, sore [granted, this is because I walked into an ice cream machine, not by choice...]"
1123212,4,@SSjUmi Yes I think so too!! I mean LP are the fucking best live band!..mmh well I love every stage-time. but yes that was cool 
1480811,4,Going to paint a room today 
852854,4,@eatdrinkbekerry do you go out for that or is that something that occurs in the privacy of your own home?? 
484043,0,headache 
1397758,4,@artixkrieger best release EVER you guys rock!!! 
996803,4,@TobyDiva you will need to come on in and meet &quot;lilly&quot; that is the pony's name 
703231,0,#trackle and #squarespace you make me such a spammer... 
248015,0,Sitting in dealership getting best friends dead alternator fixed. Havent finished packing yet. 
680514,0,i havnt gymmed in 2 days 
393187,0,just got home so tired but cant fall asleep 
503094,0,I hate my BBM 
656756,0,Must get back to my desk 
1543013,4,"@HIM07 my son just had a bday, I bog't him an official m. cabera jersey "
1504294,4,On On Chinese restraunt!!!  mmmmm yummy!!!
1205920,4,@CellySmellys  Big smile- congrats on the upcoming audition.
570986,0,twitter is messed up on my computers 
303946,0,"Maths was hard, harder than I thought it would be  Can't believe that I made a lot of silly mistakes :'( Aahgad, kill me!"
839708,4,Just watched BGT. Wasn't the little boy fantastic. 
448230,0,@aferomckinney  who were you wanting to win? The person I wanted to win didnt make it past the first round 
921177,4,"- I love you, what do you say? "
517712,0,I guess its not a power nap if u end up sleep thru the night 
1096552,4,&quot;the sun is in the sky and it is gonna be a gloriuos day&quot; so im going to shower and get some vitamin D  its hotter/as hot as yesterday 
1480372,4,"Ok I put up 3 Jolivia banners, I'm going to check now and see if sweetestgoodbyes is up yet "
182553,0,"I can't see my fianc� right now, he's busy doing something and I can't know about it "
563647,0,at LAX droppin' off my mom &amp; sis... ima miss 'em 
1322420,4,Got the WORST migraine at skool 2day.A bit dramatic I no but it hurt!Had 2 go home early 
712330,0,"@silversj Sorry, I'll be out of town.  I totally would help if I was around though."
251016,0,"Just rocked 20.000 people at Dancetour, Breda!!! Ferry Corsten is on now!!!I tried to upload a picture but it didn't work "
16758,0,Madeleine is being bad  http://apps.facebook.com/dogbook/profile/view/4153483
1508585,4,"@nicolerichie If you want to hug someone when exiting, do it. But it's not as tho it's required  I hug who I want to hug."
158211,0,@insanelyfedup Whatev you guys are BFF's now...and I'm all alone 
1399430,4,"Still in bed! Listening to Lady GaGa Aha. Might get up soon though, maybe... Just dance!! da da doo do! "
1079960,4,@Doc_Remy I'm following @Dannaboo so please feel free to ask away 
695013,0,learning 
135088,0,"@hebrewzzi lameness was RE seeing some guy get hit by a car. no good. glad to hear the show went well! i was at pianos, heavy keyboard "
1108952,4,Its warm and sunny!! Yaaay!! Brunch with girls and fun in the park  Flying back tom :: cries ::
1000717,4,"@piticu21, Cristi.. when you make comments like http://bit.ly/q0AF4 , make some analysis on the sender best practices, cheers "
677589,0,I have crazy ppl staring at me  and then the cat ran away.
72138,0,@MuMelMauS thanks babe. The ops for the cancer  hope it goes well. How r u? xoxo
1347057,4,"@Arkaitse just like I do,Sweetie!!!...hahahaha...so tonite is party all night long you know what that means?? "
1021288,4,@PopCulturePierr time for a FUN weekend?? I've got some Pop Culture bubbly in the fridge... you guys should come over this weekend 
1458480,4,@jesmon a moonbow is a rainbow in white.... 
316499,0,Need to do the week's food shopping as the cupboards are bare  but don't want to be stuck indoor a supermarket for 2 hours . boo!
1456672,4,SCIENCE MUSEUM TOMORROW! 
7947,0,Big Mama is missing her mommy!  she is always gone! http://apps.facebook.com/dogbook/profile/view/6305303
566498,0,@Niquesqueak hey me too!! Thou I will be 25 
1343664,4,@AnaMaria55: not all my tweets can be about you! You KNOW I love you. Duh. Why else would u be my bff? 
1471950,4,@laurenmccown omg yay  ill have to get it when my next paycheck comes...only one more week! ahahah im still excited
290068,0,@djkbreezy lol  maybe. thats not fair tho. i see made plain black boxes lately. they cant all be as hot as my pic jk
108463,0,"@PrototypeDemo ;; mmhmm.  it sucks. there is NOTHING to do, &amp; i haven't found a job yet either. "
125835,0,@benlow oh mannnn all the hard work for more than a year!  so sorry man
956150,4,@aimeemcn Please do 
1014164,4,@KrisAllenmusic wow.. congratulations! you won!. you deserve it.. 
485810,0,how come celebs never write back to my messages and they do to other ppls ugh!! 
385479,0,i need a more robust hydrocortisone. The ones over the counters are only a mean 1%. Bah! 
479483,0,Lost me phone  but at least im home!
709303,0,Good night and good luck in Iran to the greens. Seems like it's going to be a nasty night....  http://bit.ly/U7tPJ #fb
1359153,4,Going to the high school grad. 
1512314,4,@ThatDamnKwash We love you too..! 
562757,0,Ouch my heel hurts  layered up the plasters but it still kills! Not looking forward to walking home
217787,0,Hmmm.... something is actually wrong.. why don't things always work the way I want them to?..  
450919,0,"@tommcfly awww Tom!  i'm sure it wasn't that bad, you're fans will always love you no matter what!!!!!!"
697941,0,Driving to Bmore~*I wish it would stop raining!!! 
1224869,4,ive realised that i dont tweeter much. been watching supernatural...scary as! but oh so exciting! 
1129409,4,@davecool83 I fell very honored ;) N thx 4 the kiss! Remember that Britney's song And Then We Kiss? 
1366174,4,@jaspertrash I wish XD but Tania gave approval on the new hair  ily
72717,0,"Its a real shame that its not nice and sunny outside, it would of been nice to have another BBQ  NVM.... "
1351797,4,@USBMark - I saw your link for the Darksiders USB... is this something your company will sell? Where can I get one? 
656248,0,is really bored and needs sum 1 to talk to my fella is working late baby is asleep face book is boring 
1474109,4,@donniewahlberg i have more than just love for u. i have gratitude for this amazing journey were on.  xoxo
379212,0,@Cantrewind @floatnsink awwww  someone cant handle their tequila?
527724,0,summer clean up in full swing  on the plus side the kiddies are gone. can't wait till i have the luxury of summer vacations
364926,0,@JalissaMunoz yeaa it sucks big time  
115788,0,total bummer. butler boy is taking another year off to study orgo in California. 
1072737,4,Center seat but its bulkhead  on my way to nyc!!! Ahhhh  when did I become so spontaneous?  &lt;3
1514060,4,Now Hannah Montana  yay
238390,0,@sambhav6 That's exactly how I felt last night  but I got a free DVD in the newspaper of BGT highlights 
490288,0,has a chipped tooth 
1498389,4,so bec &amp; @jessistall are playing piano  and im gonna watch ad  (LOL) and then play TETRIS  which they suck at 
29519,0,up early trying to get back into a routine after 2 weeks of hols.... 
862526,4,@inavillegas HAHA it's super cheap na. I shall pray for you 
1372718,4,@rodgerma Thanx rogerma 
541085,0,Sorry guys I dont think #Tupac is gonna be a trending topic on his bday 
1012988,4,got married last weekend. Sorry for the absence 
1186187,4,"Sitting in movie theatre with Oliver, waiting for 'Up' to start. Cokes (check), twizzlers (check), popcorn (check). Should be fun "
40862,0,"We won't forget , and we won't forgive . Holocaust Memorial Day . "
955757,4,At the AIDS candlelight memorial at SMU Law &amp; Accountancy Fac. We have evolved. Candles to light sticks  #afasg http://twitpic.com/5cshj
523628,0,A false accusation is difficult to refute. I guess it's better to ignore the comment and move on. 
1380475,4,"men seem to be far more superior hairdressers, Love my new do  "
1058662,4,"taking votes: Should I go outside in the sunshine and take photos, or stay inside? "
799027,0,rest in peace Farrah Fawcett 
15686,0,@deandrea ooohhh i feel your pain  i hate when theyre slow in the speeding lane!!
210382,0,@midderhonz you're still working? That sucks... 
1144281,4,"@JillFBrown Thanks for the follow, just learning myself  Sheri"
888280,4,@ddlovato DONT FORGET TO TWITTER IF YOU TALK TO BO BURNHAM  please!
1584723,4,I'm on the comp! 
784406,0,not happy jan....missed out on pink tickets 
1168724,4,Out on the beach soaking up the rays.... then back in the room at 1 to watch the florida gators and bama tide duel it out.  Go bama 
1003792,4,is playing twister with my friend 
1329440,4,Play time is over for the week.. now to start the pile of unfinished songs this morning.. I feel a beautiful song in my bones... 
1044002,4,"@RabieMedia be more specific, and I promise to tell you whatever you like "
1025827,4,had fun with her boys at open mic night last night. 
625565,0,Hey #Phish wish i could have went on to this show from the fox   (PhishTube Broadcast live &gt; http://ustre.am/2j0r)
535089,0,"this one's for you, Hemily! stalker. watching clips of Jesse Joyce on Red Eye, since i can't stay up that late anymore "
10658,0,"@leewaters Well, honestly, your baritone isn't built for camp.  "
1245585,4,"@MrsLoulou high in calcium, low in fat and nearly a serving of fruit! "
1331421,4,Welcome @iamenina Bye! Good Night! 
13207,0,shattered. netball's hard work 
1190002,4,@asoulpsy ur welcome 
303361,0,Just hit 160 thou on my truck 
430368,0,got scared by all the thunder and lightning this morning and ended up hiding under my duvet pretending i couldn't hear it!! 
619413,0,has double-booked tomorrow (well triple booked if you count the lunch i should be going to) heeeeeelp! 
711495,0,So now im sitting at tempe marketplace with alejandraband gilbert &amp; they're not talking about me. just tweeting stuff about me 
1556742,4,"fresh collard greens, fried potatoes, cornbread &amp; fried chicken ! oh the joys of staying w/ grandma eura "
286728,0,"@Karstan Yo! --Missed you @ the party, I was off my game w/o you there, it's hard to be inappropriate all alone. "
1506652,4,@amberndyer I hope you remember all I have taught you about not getting drunk with clients and colleagues 
1138417,4,@b_club I'll be graduating in October-Novemeberish! I'm getting there! 
134672,0,Start my long wait at the airport to head home. 
430298,0,is going to get ready and is hungry  dinneeerrrrr x
172367,0,@Anjeebaby @aileenwilliams Please don't get me watching BB too 
814125,4,Going to make my own taco spice mix 
334387,0,come back 
1461001,4,@Linnipooh and I have also bought new heels...with many diamanté  fortunately my outfit is ready for the 27th!
763170,0,@mcflymusic I'm sorry if I'm getting on your nerves .. but I'm still waiting for a reply and we will fly in 2 days.  ♥♥♫☼♪ &lt;33
923048,4,@its_claire happy mother's day! 
1030658,4,I can't wait to see The Descent 2.  I love the first one.. and I'm surely be loving its part 2..
325128,0,My eyes need a vacay away from computer screens 
1340290,4,@Keisha_Williams of course you'd agree  I was anyway though lol
1091444,4,Smash the pinata - Stress relief or a rock track for the noughties?    http://bit.ly/GCu80
859638,4,can't wait to see #julie&amp;julia ! 
492390,0,omg...its too hot! Aren't thunderstorms supposed to cool everything down! 
717798,0,"@Michellexstar So far away, I have to see how much gas I have... "
909952,4,@mtomsjr Thank u hun. Say the same to yours.  Good Night. LIQUID DREAMS
359881,0,is feeling a bit under the weather 
968532,4, Uhm.. science! -.- Verrrry boring and LONG  Grrr.
1332835,4,Check out @johncmayer 's new Battle Studies video. Beautiful images! Gave me a boost!!!  http://bit.ly/10Jm5l
85128,0,@madeleineannie is she joking haha. p.s. sleepover thurs till fri? or sat till sun? keep in mind i have to work friday morning 
280961,0,"@PRodriguezBass Well, I'm glad your plane arrived at destination... That's not the case of every planes to night... "
829559,4,"@igottaheadache you be fine, sleep is overated anyway "
724923,0,I hate being sick. I feel like i lost 5 pounds of muscle 
477394,0,@TheBudgeBunch poor chelsea.....hopefully you dont' get it!!  
169830,0,Roscoe - Smooth Sailin' WHY DID NO ONE TELL ME ABOUT THIS SONG?????? RAP FRIENDS U HAVE FAILED ME 
1124544,4,My credit score is higher than 40% of the population and the star is at gold 
279628,0,@mileycyrus that's really sad!  what if there's no season 4? then this will be the end. *depressing*
722901,0,"@omg_pichu I'm sorry, I had to finish up some stuff.  and it's been raining for so long. I got weak because the sun wasn't out."
1321957,4,@CherryValens Good luck Cherry 
210147,0,@JocHDaBoss Lease was up. I'm moving into Greenbrook Apts Friday. I'm living alone  You should come through stranger lol
1447287,4,@Kia_LuvsDay26 has passed her limit of hourly twitting...Shelll be asap  BBB
132758,0,"@brooklynoop lol, where are you? it's 3hrs to tuesday in here haha @ItsNeet Aww what a pity.  That 'fine print' cracked me up already; ..."
20678,0,Can't sleep at all and it's super hot 
660145,0,"@Chatooties thats so mean - in my day when exams were over so was school for the year! ah well, thats progress i suppose "
1025018,4,@chrishasboobs  good morning chris 
1156517,4,I am on the first page  http://tinyurl.com/ksothu
152352,0,I am sad. I can't get married if I wanted to. I don't have a job. The Angels are losing. Critics are talking smack about Favre. 
139453,0,"@nocas  what's up with the cats, now ?"
17701,0,Omw to Ember wit my girls. I so need a drink now 
567564,0,"@RyanSeacrest i thinka dog would be perfect, i wish i had a dog of my own  good luck with your decision!"
731971,0,@janedebond Am still putting off getting on the Wii Fit after going to France because it won't be good 
592318,0,to much shit to buy not enough money 
1560907,4,@NaomiER You ladies r MaAaD fly! And u killed it when u came to Memphis... Im a dncer too! Any suggestions?? Casting calls? Openings? 
1422036,4,@digallo i'm enjoying your updates from #banff #nextMEDIA. mwah! 
1470174,4,"well I'm beat  fleur's house tomorrow, goin thru her clothes wif maxine "
776698,0,@thisjustin_ Taking over the world via twitter? That was MY plan for the summer 
1389897,4,"@akojen Heh.  That's how I started, actually. "
770118,0,"So bored @ work, no one good is working  snoozefest 2009"
1141530,4,"@azfallguy21 you are awesome, yes you are "
1061772,4,Doing finishing touches of tidying &amp; waiting to go to pick up Brad. Shopping for the Birthday party tomorrow &amp; eating @ Red Robin. (Yum.) 
135937,0,lookin at videos on youtube. i found a nice one of Derrick Rose. ahh..DRose! i miss him in the playoffs 
261894,0,wants to catch up with everyone else... I hate being so far behind.  I should have that job too... 
40655,0,"well did good on first test bombed 2nd one  looks like rest of class did too... finished paper, coglab, and quiz... another test in 7 hrs"
21676,0,@AnnHawkins I am suitably chastened. I shall stand in the corner until such time as Tittch allows me to come out again. 
1155953,4,oh it`s weekend....think I have to plan my next week better...only relaxing is hard  Any suggestions?
484058,0,Mouth is killing  cant even think bout working missin benjii 
233234,0,I miss @igopewpew and chalula already 
402174,0,Just left the house didn't expect this kind of entertainment!!! Hope it ends safely!!! 
916714,4,Happy Mother's Daaay!! 
252703,0,lone night 
822529,4,Life is crazy right now. But I am so thankful for family and great friends 
1399700,4,great night out for dinner with ash. long wait for the food but worth it 
416560,0,@rockermomrt can't believe I missed u 
1517005,4,@ItsChelseaStaub I'm about to watch JONAS because it premiered here today while I was at school 
2,0,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds
834605,4,"@rosskie No first time, had a nosey round whilst I was in there too, you do like golf and sunsets "
1032421,4,I finally sucked it up and joined Bally Total Fitness 
1429952,4,@LauRob hey I fit that description! Haha 
985071,4,Bout to watch the recruits 
226269,0,"To buy a movie or not to buy a movie. I have netflix... But i want to buy this, too. Dilemma. "
713435,0,Has just came back on twitter. Family friends are still here and im very tired 
862699,4,waiting for the new episode of supernatural 
1296290,4,@stacey_baby good morning girlie  How are you? xo
1311275,4,Off to the mall for some last minute shopping. I need new pumps for work and flipflops for the beach. I'm glad the weather's lookin up. 
1369178,4,@beto0918: totally worth the ridiculous movie prices 
439834,0,@JWORKLTD I wish I could have gone  Finals week. School ends Wednesday though!
225270,0,Lmao why the hell  is will.I.am in xmen wolverine??? I wish I didn't get the leak version I see strings and unfinished effects 
1369703,4,@AngelStrange there is not one thing i can do about that now. you could let radio mag kno or just google me. thx tho. 
58701,0,my teefies hurt  damn you krispy kreme.
1451636,4,@Snuva had a ball but packing up tents tomorrow should be fun 
1373104,4,@AlexanderRybak You are an AMAZING musician. Your Fairytale performance on Eurovision blew me away. Keep it up! Can't wait to hear more! 
440539,0,@firebirdstl Electricity is out here in St. Peters. Dont think I'll be making it. So so so sorry. 
1547288,4,@BeverlyHogue I don't suppose you remember how to read a paper street map either. 
974191,4,@lmaomeliss thank you 
343285,0,"Its raining too hard, so I'm stuck in the office. Bummer "
1059767,4,@crystalchappell hope you have a great time   it's been warm up here in no. cali 
971041,4,@xryanrussellx you should send me more prints. i'm in the process of hanging up pretty art in my room. and i need more of yours. 
590603,0,more tests before surgery 
109908,0,@pinot so no games n movies for today...she gave up  Why these school things are so stressing me? It's supposed to be fun right?
815392,4,#readathon Have blogged and cheered. Off to bed with the Hobbit. Expect accidental sleeping to occur. See you all tomorrow. 
1144148,4,"@GoCheeksGo Sorry, gorgeous, had to vote for my fave gay porn star instead!  "
176418,0,hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D
341261,0,Any who working today until 12:30 then I get off.  Gonna come home and keep looking for a place to live.  No luck so far. 
1209560,4,@NoBSGamers just like old times..except i got number this time 
1144231,4,@swayswaysarah haha yeah. I should get season 1. I'm watching terminator 2 
1143782,4,@NISEWITTHABEATS Like I said...U are not following me! Get wit da program 
