,polarity,tweet
387790,0,We may well have evolved brains that are not suited to understanding evolution. Bummer  #bhadhs
423838,0,doesnt feel like she has a friend in the world (the world being UK and Australia)  
80472,0,is upset.   http://plurk.com/p/subnh
604811,0,"I'm working on 1 question. Fucking flat interest shiz. Wht should I do with it, I'm clueless "
714744,0,Can you be in love with your ipod? Cuz I think I'm in love with mine! Cept youtube still wont work 
1042510,4,going to get nicolas fish today then me and her are camping tonight  x
990303,4,"Ok about to board, see you in the morning Sydney! "
316228,0,"@nicaboii, I haven't seen you in class and it's the second week already! Are you sick or something? "
1409479,4,@zeldman Thank you for those suggestions!  a colloquial feel is what I'm going for with this design... I'll let you know how I get on...
354194,0,craziest busiest week and the worst phone luck EVERRRRR! lost all my #s AGAIN! 
39529,0,have a cough 
1297293,4,http://twitpic.com/6gtvk - what i wake up to in the morning 
831504,4,@nicolesssss  chuck bassssssssssssssssssss you have perfectly quoffed hair
761036,0,Going to a periodontist appt. 
1083960,4,Photo: mbb: Congrats to a wonderful trio and their very special organization�  http://tumblr.com/xzf1wkusg
1190236,4,"Study, study, study. I want to go swimming. Text me "
1241496,4,@Nanette do you ever find yourself calling her em in &quot;real&quot; life? 
206860,0,@Chasaveen No? Tuna oysters scallops sounds heavenly. Leftover antipasti from lunch here 
327834,0,Hey Twit Heads! What's been going on?? ...I been M.I.A. most of the day! 
281731,0,@Christabel_SMM OMG! thats is horrible 
504456,0,Im sooo nervous to take the regents 
442669,0,it wont straighten 
1283935,4,@Levinaa_x  TRUST U TO PICK THE DEVIL LOL!!! AHHH SATAN!! RUN!!! 
201723,0,"@stonebriar yeah, it was  and I don't know, hope he did...I have a dog, must be careful lol"
1393304,4,@cliffysmom You're welcome! 
33731,0,"@tsuibb No la! Sigh, I made some careless mistakes  I guess the outcome may not be that good... xx"
884578,4,"just like lastlatter, i've re-opened my blog as well "
473950,0,misses Timezone.  http://plurk.com/p/11391k
1335359,4,@FoneArena Congrats on the interview mate 
906213,4,@Jamie_127 LOL Just remember how it was after my car accident 
279062,0,Is in class 
1397970,4,@rachaelblogs They're looking very impressive... Mike looks fab in a sharp cut suit 
1345557,4,Just received a very exciting packagae of #tea samples - and just tried an amazing Gyokoro - wow wow wow  Delicious!
1146740,4,Went on a 7 mile hike today.  First time on that trail and it's easy but really boring 
1015710,4,"@CADbloke looks like I forgot to throw the text toUpper before comparing for replies. And yes, focus on btnReply - had forgotten, thanks! "
900974,4,it's nice to leave the office when the sun is still up 
718331,0,@lbplate I'm totally jealous. I want to see that so much 
957160,4,This is how you take a Barcamp and make it into a movie trailer  http://vimeo.com/3142717
117732,0,@Vianessa There's only 1 other flight leaving at 9pm but its sold out  they suggest that I try to fly standby but I can't purchase a t ...
1213231,4,"@indiblogger .... He's so funny, that it requires serious readership  n I am doing the job.. Thanx btw )"
758926,0,omg so  i pretty much wish corissa could come over haha  doesnt look like thts gona happen  ohh well im going up to the pool soon
977304,4,Hope that One day i will ba at the Google Zeitgeist  Good morning
601103,0,7 am is a lot earlier here than at home 
412317,0,just watched a video on how mcdonalds kills their chickens lol it was so sad!!! 
427227,0,@john_self now that's a balancing act and a half... in character driven works it's easier but in plot driven can be hard not to spoil it 
644756,0,Sometimes i think i want you back. But why chase after someone whose not chasing after you. Ive learned my lesson  *PRiNC3Z*
1181018,4,can't believe I was up till 4:30 am playing Monopoly! It was pretty great 
555625,0,I WANT TO GO SEE DANE COOK IN DALLAS ON THE 19TH 
324209,0,Oh no! Surgery. 
704169,0,@al_ice no i havent  not yet. hehe. any good ones in CT?
953807,4,@tonitones where you been? was thinking of yo ub4 - must catch up  saw u online talkin about teachery stuff
171050,0,"Whew. Finally done editing my Friendster account. Haha! Oh, geez. I'm hungry. "
1410151,4,@mellyford @luvdollicia @brooklynblondie @candacecabrera @prancersworld @adibwonderwoman @flawlesschyck @miaquinn &lt;&lt; Follow them ladies 
237212,0,"Good morning twitterers. I was offline yesterday but, I lost 27 followers and stopped following 27 ppl. Hmm wasn't me. Something happen? "
681042,0,@Turkish_Goddess awww 
1176006,4,@Gr0und yea he's in my class..must remove myself from this thing. MUST. 
383459,0,My BBQ has been rained off 
1403075,4,just got back from a ride with the motorcycle  i enjoyed it
1308340,4,I am really tired and have to wake up early for school tomorrow! Have an awesome night everyone!  I will tweet away tomorrow as always! &lt;3
534028,0,Praying lifes going to get a bit easier for us soon 
621529,0,soo bored omg. i don't want to learn abt buddhism anymore. 
1117189,4,@gwynduffy oh i was leaving the ladies for last.. the female horror fans are always the best 
132281,0,must go to work now *ugh* Holidays are over 
182114,0,Is Really Gonna Miss Certain Seniors 
1031370,4,Really looking forward to vacation!!!!! 16 days!! 
1535984,4,"For #chanel and #fashion fans, this movie may appeal to you all. Coco avant Chanel - http://bit.ly/9okd5   x"
1394251,4,Omg I never realised this.. 11 DAYS UNTIL RUSSELL HOWARD 
1495479,4,on kiche's b-party  
144472,0,new japanese place on the doorstep..........rubbish.  I had such high hopes 
647232,0,"@KunalSheth @ajaylulia i m in mumbai only on tuesday, returning same night.. so not possible "
1228365,4,"@a_smart_union hot, clear, muggy, and burning here in KC.  I long for overcast skies at this point "
1325663,4,@Lilac_Sky Then I start thinking about lunch 
668955,0,"Shit, what a booring day, i have done nothing, Nothin at all "
1074958,4,"I'll be in Milwaukee June 8-10, mark your calendars Milwaukee "
901393,4,Back home from the Wookie household. Now to dive into edits on Nemesis.  Or maybe I should work on Dusk of Death. Hmm...
531269,0,Time for some Halo Wars me thinks... against the computer... because I can't afford Xbox Live untill Friday 
963947,4,@gimbat You go Gimby! Keep up the great work and thanks for taking the time to twitter all the updates. Really appreciate it 
1546646,4,@hollymae20 DM you bk  x
955133,4,@ztnewetnorb he wanted to be my girlfriend 
1072061,4,Work at home FREE and Get FREE website plus FREE $125 when you sign up guys 
833334,4,@BOBreynolds - hey!  where is south jersey do you live?
1149350,4,nur atikah mohsin is making drama scene and you talk crap honey  i know you love me
1003361,4,@Queens15 Hi ! XavierMedia has found a way to get thousands of Twitter followers: * http://digg.com/u13ota * check it out 
1233293,4,in business... canr stay away from twitter 
1472983,4,@ATLcatalyst thanks for the follow 
239839,0,i cant find anyone to go to the mall with... 
785153,0,"My 'Following' matrix has KS just above Dara. I click between the two faces, again hoping somehow they might merge and make you incarnate "
1444557,4,"Skyler Vernon: Consider yourself SERVED. No one messes with my tree branches, garden hose, newspaper, and mazda! "
1004002,4,Praying for great people n great leaders! Can't you see what the amazing things God is going to do? 
420323,0,@greeneash HAHAHAH IN ARGENTINA ITS 02.32  GOOD NIGHT! HAHAHAHAHAA
1284231,4,"@elpie Somewhere in the world, the sun is ALWAYS over the yardarm... "
1036590,4,"Yay, bro read my tweet and came back online. Spoke with him for sometime  Now start of work"
1410623,4,@WingedPotato We'll be there soon! Then your day will be totally awesome! How could it not? You'll be in our glorious presence. 
823249,4,@AthenaATL lol i love that song  but now its we'll all be. duh
335285,0,Hayfever strikes... again 
861470,4,i'm going to sleep guys  goodnight..
1143257,4,Im having a dinner with my family 
622613,0,"- don't you hate it when you iPhone battery dies on you, and the nearest charge is 15 miles away "
749779,0,ugh... I have to buy a new pair of chucks because the EX House ate one... FAIL. Beware. Frat houses are apparently hungry for size 4. 
311429,0,while stirring coffee ~ i should practice mindfulness - shirt would still be clean  #senryu
1576712,4,"@shanedawson just link us, then delete it in a matter of minutes "
241869,0,doesn't feel so hot &lt;sad panda&gt; 
844660,4,"@mmastando Decided to &quot;join&quot; to be a better communicator.  We'll. No where as public as you, Magoo."
1321796,4,Eating grapes for breakfast. Very refreshing i ensure you 
1027967,4,"JB HiFi is evil - walked in looking for MP3 players, walked out with GH Metallica. Damn those test booths "
1241124,4,"@radiomsn Tio, obrigado por falar comigo. Toca Gives you Hell do The All American Rejects. brigada "
1383040,4,I gots into college! 
316874,0,sorry its so hard to keep twittering lately 
1344574,4,@waterchicklet I was watching FotR today while working 
182940,0,"btw, love d recipe postings, 'cept this wot happens when i cook http://twitpic.com/68a3d have 2throw d pot away "
646032,0,Kitty keeps jumping and nipping me. Bad stir-crazy cat. 
1374046,4,@KayleenDuhh you too girl! 
1098666,4,"@westcoast_man i went to three gigs in a row haha, one on wednesday, one thursday, one friday  it was epic!"
630670,0,Watching &quot;He's just not that into you&quot; and wishing the world wasn't so big and that he wasn't so far! 
413524,0,sitting around waiting for him to sneak over. I miss him so much 
197235,0,&amp; I Dont No How Im Going 2Survive When They Take It Away  Its So Hard 2SayMyspaceTwitters Better Then U Ull Be Ok Ive Got2Twitter 2Day
736889,0,Tiring day! I didn't know going to the zoo would be so tiring!!! I didn't manage to see polar bears  
1441350,4,"sometimes i think i move too much these days, wonder wat im running from...or running towards "
1394211,4,@danjng That's okay Dan. Next time 
1428699,4,so maybe plans aren't quite final yet lol..hopefully MIA works out 
251373,0,is excited for the season finale of The Hills tonight! but *can* wait though... since it will be LC's last show. 
1176491,4,I just made a Twitter! 
171901,0,And it stopped raining.  Fuckingtastic! )
1464538,4,@ohthedotty meh. not going to happen any time soon  not eating choc is hard enough... where did the cookiedough go????
539103,0,"@Diego_MOTLR  sick, and bummed. My sister flew back home from her visit out here with us."
1399015,4,@andreweastgate busy till end of next week. week after should be free 
1146667,4,Just got home from the football game it was awesome we won  GottaBeSomebody
681753,0,Mooorning. Too early to be considered the weekend  Green Eagle today..  BRING IT. And I'll be back tomorrow everyone. x
1493809,4,"@laineyspawtique hey thanks for that, I just did the same for you "
307035,0,almost all moved out! Sadness 
1293551,4,im writing this message down right NOW!!   
1280795,4,@sarahmatts hahahahaha that's a classic I can hear u sayin that and can jst imagine ur face  haha love it x
1438499,4,@jondthompson Very good points-agreed. However Caseys has great coupons and buy 10 get 1 free. Gives me something to work for/accomplish 
1039433,4,@babygirlparis hair makeover days are the best! maybe load some pics for some fun cute hair ideas 
411268,0,ther wasnt actually any rain so we went on the boat. no rain yay! but im sunburned  haha
1200256,4,Jose's baseball game  http://myloc.me/2eiA
775727,0,Wondering what is my boyfriend doing now? 
1265392,4,"@standingstones Thanks for the retweet! btw, have you met my friend @OfficialPeta? "
1378161,4,@cheapwebmonkey If you'd be interested in such a thing. 
1364694,4,Today we saw in the house of elisa 1º concert of the jonas haha 
1400308,4,@ishamay yes.. haha.. i guess. 
484766,0,I need some friends or followers or something!!! I am a loner right now 
1404372,4,@Quadrathon please send some pancakes my way sir 
1554251,4,"@cronai I would like to see you diving without at least a snorkel. Despite problems, I still prefer sex.  "
74639,0,"Good morning and goodbye. School.  Almost done though...so, so close. ? http://blip.fm/~5jjr9"
633500,0,"Benji is scraped up pretty bad. It bleeds when i sit down,  just thought you needed to know that."
962556,4,"@julesyog Oh Cool, I will be over in a minute then x   What you having?"
252849,0,@Kouneli Be happy you have low voltage then. 
1435141,4,"Reading Addicted, wrapped up in the cover. I love these moments. "
866209,4,Out for dinner with family!! 
258793,0,Why do the Lifetime guy and girl always fall in love in 30 seconds! 
523345,0,"@rereality Of course I remember..and as you can tell, my old ways have not subsided! Lol. Have fun drinking! I'll be working "
356593,0,Getting tiered of 3 hrs of exam.. Wat will happen for 12 and more working hours.. 
103955,0,"Ouch! Thought I could cycle off the Lyrica, but it's still hurting pretty bad.  Time for another massage therapy appt?"
24725,0,Working out then tanning. It seems a tad gloomy today. 
242237,0,and i dont feel good 
1577861,4,&quot;The Yiddish Policemen's Union&quot; (M. Chabon): a really cool read. Getting thus to the next item on my Hugo-Winners' list 
752817,0,I have officially become #jealousengage09  
280004,0,I apparently can't figure out how to text pictures to Twitter.  
402030,0,Felt like looking nice today. Now i just feel embarrassed for being dressy. 
387574,0,@ShaneSakata couldn't help LOLing about your riding a bike/holding umbrella! LOL! Everytime saw Mt. Fuji from shinkansen I'd say &quot;1 day&quot; 
120870,0,Tired but cant fall asleep   ~Kay
447587,0,@pocket_poptart my son is taller than me now. he's only 13  he's been measuring himself for the past two years hoping to be taller than me
891766,4,"Will be going home soon, popped good lyrical idea  huhuuu"
1487541,4,I HAVE TO WAIT TILL DURING THE WEEK FOR MY NEW PHONE SO IM USING OR DADS IN THE MEAN WHILE 
1246059,4,Going out tonight to some baseball game...it gives me a reason to buy Sunflower seeds Yay 
786951,0,has a burnt ear 
1466891,4,Can't wait for dadnapped 
230590,0,"- new haircut, it's shorter "
1113281,4,@MichelleGoodwin Damn good idea.  The kids could paint it without doing any damage to anything else.  Tomorrow's project. 
379400,0,@StewartKris  At least we got a new picture out of it!
1274554,4,"[2/6] exams done  getting there, slowly"
275693,0,Feet are roasting. Actually contemplating sandals. This is what what living in the west end has brought me to. I hate myself 
665152,0,I think it sucks that some peepz press the remove as follower button 
1050085,4,im waiting for bleach manga..do u read it too??..im too curious of sui fong's ban kai  
416013,0,Far too tired to function 
1367179,4,@__parasite__ hahahaha!!! epic. great minds 
169462,0,In human anatomy bored out of my mindddd!  someone save me.
810603,4,Lets Drop ..Ich hatte gerade K�se auf Toast. Germandoo. Oh the Joy of knowing some words in german  (via twitt.. http://tinyurl.com/dnkko5
1590819,4,i was feeling very happyy today.... then i came to work 
314971,0,is hot and heartburny! No more orange juice 
312117,0,@Phee78 I'm sorry Phee  I'm sure it will be okay? Text me if you need to xx
242722,0,@aliasgirl18 i agree i dont know when we are getting the last few in the UK  must find out actually
1083704,4,@PinkBerryGirl what's his nuts mentioned you and I on his #ff I'm not making anything special. Sewing on buttons and all that jazz 
188202,0,@cyntjemusic I have to be to work at 8 
783319,0,"Sharks need to be protected, this finning business is shocking "
925110,4,oh my my my myyy?@taylorswift13 my favorite song by you 
775037,0,I think it's unfair that my mom is going to the movies and I don't!!   (She's gonna see 'The Propasal' )
714432,0,omg i feel sooooooo sick right now!!  i have all day!
624259,0,My poor FH; I want his tummy to get better. 
138139,0,@Musojourno yeah I found the same thing  thank you tho!
1266685,4,@RayMarie Oh my! I had no idea he smelled like fruit loops. 
804005,4,And I'm quite chuffed: Finally shelled out the cash for my ticket to WWDC.  Now there's just that matter for passport photos &amp; my flight 
1482301,4,"Oh, just got over 1100 followers. Thank you to all my new followers, I appreciate it! I hope you enjoy my blog. Let me know "
1528083,4,@PatchJacaranda Shit heed 
1326369,4,@bounder a hammer and blow torch? 
35520,0,@Schofe can i come work at this morning? i'm bored here. 
92398,0,so very very tired&amp;exhausted 
689090,0,is sitting with nothing to do. 
742720,0,@hossheckler I'm right there with you buddy 
561385,0,I'm quite slow today 
1384813,4,lol i think i need some sleep 
756857,0,Kinda bummed I went to the Jonas brothers show to see people and didn't get to see them.  busy bees
1453045,4,"I am wrecked again today, *yawwwn*, morning all "
1195690,4,"Ted's Bakery for lunch  I didn't, even, know they served anything other than sweets! What to eat? Decisions..decisions.."
987177,4,Simon - Two big proposals to get out this week that I need to immerse myself in. Got some great ideas for them 
66559,0,"oh great, I just broke anothwr piece of the cage. at this rate, four cleanings till I have to buy a new cage for cicer and morgan "
322401,0,applying for jobs 
316316,0,It sucks big time...... 
1218339,4,what a beautiful day!! off to shirleys for lunch and a paddle!! 
924449,4,@BKLYN_BBACH lol it makes u a great son for tryin n her a great mother for givin u an A for effort! 
1022255,4,"@pat_002 I have an appointment somewhere else, i can't ditch so yeah. heard it was fun though "
434029,0,School is so fricking long. Revision is even longer 
1094317,4,@danielshockk wats your email??? wanna add you myspace 
553323,0,I can't sleep. Im scared. I just hope he is okay.  im under a lot of STRESS!
868226,4,Finally got a YouTube Realtime invite 
749225,0,@PassionMD i'm sure it will be amazing! ...i just wish he didn't RUN AWAY!   
531599,0,My head hurts and my stomach hurts and migraines while sleeping are lame. 
1302288,4,@Roy300M How's your ideal life coming today?? I've been living mine all day! 
837066,4,"@thesunhasset Well, cheer up Charlie, give us a smile then  hahah"
973863,4,good night ppl 
677021,0,"I think Brians mad at me now, what the faye "
1415884,4,@crystalchappell Beautiful day in Indiana. Glad you finally got some sun sent your way  -ash &lt;3
65834,0,At what point should a person be offended for trying to join the service when his own Capt. tells him be should be a politician very  ...!
461151,0,@acc1987fans thats what im afraid of  and that might be another factor why im so emotionally messed up too
1543280,4,Time to do some cleanin around the house... AVENTURA TIME!  
1142868,4,With @jamminjosh in LA!! Gahh! 
437440,0,@erin82883 oh. i didn't know that! well yay! tmw is too far away. 
1006085,4,"Hey, @TomFelton, when you call Timber [if she's far away] do you go &quot;Timbeeeeeeeeeeer&quot; like when trees are felled? I think you should.  ;)"
383262,0,@hoosfoos We had power cuts at the uni yesterday evening - no internet and hot water in Halls. No card access to buildings. No ECS. 
770553,0,having car troubles 
692851,0,Good morning everyone... I am watching a old spin city wishing michael j fox could get better  i love him!
844955,4,@CtripEnglish u know? i really like chinese name of Ctrip. it's good name 
254357,0,Maths GCSE Tommorow  &amp; Then hell Begins for the week. :|
586471,0,"@calisummer lol I tried to swing Irvine.. it's just too impossible.  I cannot miss work, and with the ferry/island, there's no way.  "
39592,0,This sucks. Hiro needs Crimson arc's powers  Frak you Arthur Petrelli!
1582813,4,@beriberikix You can actually run Umbraco from a USB stick using VistaDB and Cassini web server 
116136,0,"Ohh snap, I hear Mr. Softy haha Now he wanna come around my way. I was deprived of Mr. Softy growing up.. "
55262,0,@madeofhoney mmkay. i got the perfect compromise. if u join the p.c.  im taking up violin. are u enjoying the moobie?
1199391,4,At the party having some drinks 
1402768,4,Vote @tommcfly for Mr Twitter Universe  http://bit.ly/VwV6H
360672,0,Hang on a minute... It's National Doughnut Day in the US. Where's ours?  Might be a good announcement to make today Mr Gordon Brown ; )
1482239,4,"@SaraJordao all day at home,watching tv, playing piano (like you knew how 2  haha) , don't tell me you tried to read a book?! LOL  jk jk"
404872,0,SIMS 3 is awesome!!!!! except I didn't save and I crashed!  omg http://is.gd/QO0w
115912,0,@johnggauthier I already committed to a coworker's BBQ on that day. Sorry 
1351640,4,"@gsellart You should try it, but maybe make it National Carne Asada Day. Free carne asada for everyone! "
1231936,4,to the gym! i feel like its gonna be a good workout today 
772266,0,@tallin32 ALL THE COOL KIDS ARE ON THE WEST COAST 
240023,0,@sasatothemax aaaaaaaaaaaa mau dong sa  huhuhu
406908,0,"my mom got mad at me  I need to make my bed. lol, its like 4 in the afternoon and i haven't made my bed "
551167,0,I heard back from Simone Elkeles 2day abt author interview I want 2 do 4 #bloggiesta. She wants 2 do it but is under deadline. 
1591761,4,gunna watch some tv now then off to bed! xo 
147466,0,@RaynebowBeauty I really miss the mob on fb it's not the same on myspace 
1547525,4,"Twit Me Some Tunes Please: http://bit.ly/diRMr , please re-tweet me   #spotify"
649829,0,wants the womanizer necklace ! 
235274,0,Sitting with a temper bed cover over my bed Reading all my p.e notes. I will not be going outside as I do not enjoy the sun 
122382,0,ouch just got a nasty burn 
419988,0,Lost my headphones tonight.. Lame   1 week till I can get another pair.
241280,0,THE HILLS SEASON FNALE...tonight 
661292,0,"@jcbaggee No &quot;FUCKING&quot; here, tried sticking to the script (as close as I could) misspoke on &quot;tolerable&quot; and &quot;derision&quot; though "
648336,0,Finding myself working again on what is supposed to be my day off.  #fb
1015007,4,@garimakohli lol yea they shud go suck balls  and man u really took the kareena kapoor thing to heart na ....lol silly girl
1132007,4,@OmgItsGabrielle Your raving with me and @RAWWRkatie get ready  xx
1397463,4,"eating, agen  x"
1286197,4,"@graham_steel heh, I think &quot;amateur&quot; is fair enough  some of those cloud photos are rather spooky..."
1174189,4,Staying up late to fix my damn profile . 
672813,0,@Gavinluvbeyonce Awwww Sad  So How U Been
628578,0,@dougyfly I miss u 
665758,0,@mcflyharry AHHHHHHHHHHHHHHHHHH! EU TE AMO TOO  LOL! A LOOOOOOOT &lt;3
997626,4,Going to bed now... at 10:23AM  whenever I get up I'll start scanning in my sketchbooks.
812297,4,"If you are on I 57 this weekend take Exit 10 to Charleston, MO-Dogwood Azalea Festival .....saturday and sunday "
18782,0,Cleaning my room/packing but UGG! My ankle is KILLING me 
1461164,4,@rannau I know!! Yay! They are soooooooo on! I think its really cute how shes dropping hints ever since he left! 
1002386,4,@andrewjpan not worth knowing  true.
1184572,4,I get to see my gorgeous gf in 21 days! I'm so excited!! 
1244319,4,i am so good at contacts!! and i got new glasses too 
783214,0,"@sheaquinn Ugh, I know... I wish I could! "
1516757,4,http://twitpic.com/7gcg2 - me with no make-up  lol natural
1582294,4,Wondering.....today  ...how flash camp birmingham is going 
1434379,4,@NickiGraves ooh have fun! Sing a song for me 
679185,0,"@mrcelebrity I think I've been following you for a bit!  now we're mutual followers, yay!"
406464,0,"would really like vegemite on toast but the vegemite is gone, erin is now sad  mew."
218217,0,Why doesn't anyone answer my tweets i send out  GRRRRR
1445388,4,Is going to sleep. Love you!! 
398327,0,I so feel like watching edward scissor hands !! &amp;&amp; so sad I couldn't fine my secret garden vhs  
430637,0,"@solonecesito I agree, &quot;people change and promises are broken...&quot; "
998532,4,I'm back in the sattle again... 
811423,4,"@paulingham Hi, nice to e-meet you too  I'm doing pretty good, how's things with you?"
1453522,4,@mariomoraesindy what a way to spend a weekend! haha. Cristal... posh! 
323467,0,have a really sore throat  maybe i got swine flu? .......
1420782,4,I am looking at my first twitter screen 
251186,0,@MargotCross: I think the same hyper banning crew at Digg have come to Twitter. 
1477942,4,is COMPLETELY CHOKED! 
1115236,4,Still recovering from a longg morning yesterday at the Today Show with Taylor Swift!! SO FUNN 
1496205,4,@sunnydayescape  yea ian dylan and dylans friend chris. I had to buy him ice cream with me tip money tho lol loser
59161,0,A little bored  My eye hurts a bit   I want noodles
14415,0,"Allergies?!?!?! wtf. only klamath would do this to me. btw..manreet scott and sita, are you studying for bio?? "
945157,4,"@Dizsiz Thank you, you and the rest of the cast were spectacular as well!  I absolutely loved the show!"
152462,0,@trvsbrkr man! I nevr seem2b the rt caller  bet u haven't heard this B4: I wk @Fohi- seriously I do http://yfrog.com/0wwcjkj
1239692,4,"@CoyoteTrax Ooh send out the link for ur webcomic review, Q&amp;As i missed it on thurs!! "
486226,0,@mitchelmusso i wish i could go to the cd signing but i can't 
980990,4,@Jenniceg haha yeah naughty underwear &amp; sex toys etc. Great fun for the girls! 
1597495,4,@intheloopnyc LOL what time tomorrow would you like to meet up? Lemme know 
906658,4,@shanedawson haha yay We love you too Mr. Shane Dawson 
234907,0,http://twitpic.com/6brs3 - I miss these kids. 
1046944,4,"can't you see that i'm the one who understands you, been here all along so why can't you see YOU BELONG WITH ME "
1249205,4,Happy like no other ! 
521479,0,On a mundane level missing my iPhone - in for repair - can only Tweet on Mac 
178334,0,"... And, I was the only person who stood up for them. The world is full if spineless cunts. This makes me sad "
829480,4,@Oggsbog So did I Alex but once you get into it you see the point.. so.. get into it! 
204470,0,recommending &quot;paul oakenfold - global underground hong kong&quot; - THANKS GU! I wish I had the entire collection... 
282051,0,Helping one of my TA's modify a client's trip to Disney World. -trying to save them from cancelling- 
1343756,4,@MsRivercity thats wut i meant...i can go to it on my phone 
330207,0,@Alena134 she pays for it. i guess she has some say. in this case all the say because she wants my hair gone 
269665,0,Well @jQueryHowto @danwellman that could be much clearer in the docs 
978727,4,hang out with family just now. it was awesome! love them. goodnight awesome people! 
1068179,4,ready for tomorrow 
1537712,4,@kaypackers440 I love ratatouille... and ice cream 
82725,0,Wow. Great night! Broadway for paddy and allyssas grad night and last night  now to work in 7 hours
1344193,4,Can't wait until the long weekend 
1595503,4,@BradBurton  Time to write another chapter then 
122966,0,"Fool that I was to expect a reboot proper!   But seriously, why the hell couldn't they have given us more Nero in StarTrek?  #fail"
1545423,4,Just heard the Jonas Brothers singing a cover of Katy Perry's &quot;Thinking of You&quot;. And you know what?? I LOVED it!!!!!  
1360331,4,"@jordanmerrick …needed to easily edit them, that's why that solution. I hope it will work. "
330291,0,@duque000 I didn't mean to  Sorry.
440282,0,@laydmaxix lol but its still not as fun when you know what happens 
848172,4,@cokeman777 morning 
1023616,4,TGIF!!!!!   ? http://blip.fm/~6teqk
386496,0,Bb running low on memory. Deleting texts. Me sad. 
47788,0,@temi2004 so i wasnt cool 
1561537,4,UP in 3D 
1489210,4,is going for a long cold walk to albany now 
1497663,4,getting used to tweet deck i think im gonna keep it lol! 
1346380,4,@JustAmandaBlack yeah 
1530634,4,"@glyn_e he did the same thing 12m ago aswell. Never interacted with me when he did follow me, so no loss either way really "
481771,0,Goodbye arroyo vista! You were my home for two years and now you're dead 
915700,4,cynthia and jenny are spamming my twitter! haha 
1393664,4,"Shower time.  Enjoy your Saturday, friends!  "
674266,0,Trying to pay my bills but am procrastinating. It's raining heavily now...it's so troublesome to go out for dim sum 
504903,0,"Tosh.0 or Web Soup? Which do you prefer? I love the comedian on Tosh.0, but I found Web Soup funnier. ALAS, I AM TORN "
703118,0,"I'm sleepy but up still, dizzy, weak, headache, stomache pain. all this better go away soon "
425492,0,aint feelin chipper today 
339892,0,"propel:build-forms is a bit memory-intensive, just had to double the CLI memory limit  #symfony"
861269,4,its showtime 
823778,4,"Off to bed I go...have a great evening, twitter folks- y'all are wonderful  "
1410643,4,@binhog737 Wasn't sure if today was your special celebration but it appears as if it is. Hope it is lovely in every way! Have fun! 
387822,0,"Went out to the Charlotte Knights baseball stadium last night for game and sleepover - unfortunately, both were rained out "
237547,0,"@hartluck wish i was back in sydney  oh well, only 5 days til i am!go eat @ a place called eating world, tis awesome, if u like asian food"
81740,0,wishes these headaches would stop 
1174687,4,"Hottop is online in Austin, Texas and Looking for Friends, Fun &amp; Maybe more.  - http://bit.ly/JTg7D"
1261096,4,@KiingShalom ha. i guess we do 
1058451,4,"I got some cool new DJ AM / Steven Aoki remixes of Chris Cornell songs, totally new, straight from label before the masses l8tr today. "
237059,0,@Jenniewrenbird on a sunday? oh dear 
1433267,4,Comment of the night from Taste of Charlotte: &quot;Has any1 ever told you that you look like Obama from the side?&quot; Wow. Funny. It's the ears 
378835,0,72 more hours to the exam questions appear in front of me.  Hope that the examiner decided to have a good year this time round.
1108171,4,@ieccco nop! there aint! not on twitter 
843416,4,"@brigittedale Awesome! Congrats. If you never drove an &quot;European&quot; car before, you'll love it. "
379765,0,@tromboneforhire just whats ever on the radio  but no new music 
924845,4,@April__Watson April it's me my words never make sense - it's done beeteedubs 
604363,0,I MISS UST ALREADY! 
368438,0,Goodbye wsu for three monthss goodbye laural forever 
720888,0,Blah home alone wishing there was someone to keep me company tonight 
1291835,4,"@tabbytabby Yeah, I'm going to Iceland for the summer and we don't have as good sandwiches as Denmark has. We have Subway though "
1078421,4,"I must say big up to KEri, shez  a diva!! "
279831,0,listening to music to help soothe the soul r&amp;b classics 
735609,0,@jessicasharrah lucky! They're calling for another wash out here. 
1163235,4,bugge wesseltof t- yellow is the colour #  ? http://blip.fm/~7daqz
128427,0,is missing my bro and his family already 
908480,4,@DuongSheahan so nice to meet you too! @NancyLoo is the best for bringing me along 
1354340,4,@ddlovato http://twitpic.com/6np19 - Demi this is GORGEOUS! OH MY ACTUAL GODD  your so beautiful
232385,0,Can someone please change the dexter disc to disk 2? Bed is too comfy to move from 
737822,0,"@SamanthaHunter I hear you. On vacation this week and it's supposed to rain every day.  At least I have my books, LOL"
1306146,4,"@Teff95 You're welcome, sweetie "
550343,0,trying to find something to do... xbox.com's down so i can study up on what achievements i need to get to beat shane :S works boring 
991697,4,@Eric_Chambers You too sweetie 
187417,0,@LiLi214 LOL&lt; AWREADY!!! I miss u !! ! 
1119654,4,@oXamandaXo yeah ill come with you both 
1590310,4,sick as fuck! thanks @caristanaomi for the healthy box of fruit (through the mail lmao)  thats the healthy love! i love u lil punk
436108,0,I wish I was going to summer jam.  and I'm hungry as hell now. Need another cookout. I'm gonna have to hit up walmart in a min to cook.
1331505,4,is playing sims 3 on iPhone 
219663,0,@itgoesboomtwice poor baby  jam over works your poor little body
1028122,4,@kirstiealley hellooooo Kirstie 
702056,0,@felipegomes show hein. A gol não tem  #gol #fail
